Fiscal Quarter,Week Start,Month,Team,Sales Manager,Rep ID,Rep Name,Vendor,Product Codes,Units,Revenue
FY26'Q2,09-01-2025 00:00,25-Sep,SMB,SM 6,123541,A,V 2,5MS1Q52207 ,2,$450 
FY26'Q2,09-01-2025 00:00,25-Sep,SMB,SM 6,123541,A,V 2,SAASPCMS01 ,8178,"$38,483 "
FY26'Q2,09-01-2025 00:00,25-Sep,SMB,SM 6,123492,B,V 4,5641PX5 ,3,$478 
FY26'Q2,09-01-2025 00:00,25-Sep,SMB,SM 6,123492,B,V 4,7S0XCTO5WW ,3,$314 
FY26'Q2,09-01-2025 00:00,25-Sep,SMB,SM 6,123492,B,V 2,SAASPCMS01 ,20,$465 
FY26'Q2,09-01-2025 00:00,25-Sep,SMB,SM 6,123540,AR,V 2,5MS1Q52207 ,1,$244 
FY26'Q2,09-01-2025 00:00,25-Sep,SMB,SM 6,123494,AR,V 2,5MS1Q52208 ,1,$131 
FY26'Q2,09-01-2025 00:00,25-Sep,SMB,SM 6,123494,AR,V 2,SAASPCMS01 ,204,"$2,938 "
FY26'Q2,09-01-2025 00:00,25-Sep,SMB,SM 6,123645,AR,V 2,SAASPCMS01 ,4,$27 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123651,A,V 10,4L41M65133 ,5,$180 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123651,A,V 3,4L41R48670 ,1,$128 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123651,A,V 4,5WS1C40285 ,2,$79 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123650,A,V 2,SAASPCMS01 ,1012,$349 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123571,A,V 3,4L41R48670 ,3,$392 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123571,A,V 2,SAASPCMS01 ,303,"$3,508 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123555,B,V 2,SAASPCMS01 ,42,$357 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123549,AR,V 4,5WS1C40283 ,5,$347 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123546,AR,V 2,SAASPCMS01 ,332,"$7,474 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123546,AR,V 8,4L41N60416 ,2,$163 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123546,AR,V 8,4L41N60418 ,1,$122 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123562,AR,V 4,7S0XCTO5WW ,1,$104 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123562,AR,V 2,7S1SCTO5WW ,1,$973 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123621,AT,V 4,5641PX3 ,1,$83 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123621,AT,V 4,7S0XCTO5WW ,1,$134 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123621,AT,V 2,7S1SCTO5WW ,1,"$1,270 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123621,AT,V 2,7S1SCTO8WW ,1,"$1,277 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123508,AT,V 4,5641PX5 ,1,$172 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123508,AT,V 4,5WS1C40285 ,3,$171 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 1,123508,AT,V 4,7S0XCTO8WW ,1,$102 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123638,AR,V 7,4L41F30091 ,2,$200 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123638,AR,V 4,5WS1C40284 ,1,$28 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123638,AR,V 2,SAASPCMS01 ,33,"$2,615 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123533,AR,V 3,4L41R48670 ,1,$129 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123533,AR,V 4,5641PX3 ,1,$64 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123533,AR,V 4,5WS1C40285 ,1,$53 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123533,AR,V 4,5WS1G38111 ,1,$80 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123533,AR,V 4,7S0XCTO5WW ,1,$103 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123533,AR,V 2,5MS1Q52207 ,1,$245 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123533,AR,V 2,7S1SCTO5WW ,1,$977 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123533,AR,V 2,7S1SCTOAWW ,2,$246 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123490,AR,V 3,4L41R48670 ,1,$132 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123490,AR,V 4,5WS1C40285 ,1,$58 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123618,BD,V 4,5WS0X58672 ,1,$37 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123618,BD,V 2,5MS1Q52207 ,1,$250 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123592,BD,V 4,5WS1C40285 ,1,$56 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123467,BD,V 3,4L41R48670 ,1,$123 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123563,BD,V 3,4L41R48670 ,2,$252 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123563,BD,V 4,5WS1C40285 ,1,$59 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123563,BD,V 2,5MS1H14180 ,1,$90 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123563,BD,V 2,5MS1Q52207 ,2,$485 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123628,BE,V 4,5641PX3 ,2,$76 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123628,BE,V 4,5WS1C40285 ,1,$59 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123628,BE,V 4,7S0XCTO5WW ,2,$123 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123628,BE,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123640,BG,V 4,5641PX3 ,1,$65 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123640,BG,V 4,5WS0X58671 ,1,$29 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123640,BG,V 4,7S0XCTO5WW ,1,$105 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123640,BG,V 2,7S1SCTO5WW ,1,"$4,918 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123640,BG,V 2,7S1SCTO8WW ,1,"$1,265 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123640,BG,V 2,7S1SCTOAWW ,1,$413 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 2,123530,DW,V 2,5MS1Q52207 ,9,"$2,217 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123656,A,V 2,SAASPCMS01 ,55,$774 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123554,AR,V 3,4L41R48670 ,1,$129 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123554,AR,V 2,5MS1H14179 ,1,$99 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123554,AR,V 2,5MS1Q52207 ,1,$239 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123554,AR,V 2,SAASPCMS01 ,1,$235 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123523,AT,V 2,5MS1Q52207 ,2,$481 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123649,AT,V 3,4L41R48670 ,9,"$1,176 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123649,AT,V 4,5WS1C40285 ,2,$118 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123649,AT,V 2,5MS1H14180 ,1,$78 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123649,AT,V 2,5MS1Q52207 ,9,"$2,227 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123649,AT,V 2,5MS1Q52208 ,1,$150 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123499,AT,V 4,5WS1C40285 ,2,$111 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123499,AT,V 4,7S0XCTO5WW ,1,$105 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123499,AT,V 2,7S1SCTO5WW ,2,"$1,982 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123499,AT,V 2,7S1SCTO8WW ,1,$998 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123499,AT,V 2,7S1SCTOAWW ,2,$795 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123457,AU,V 2,SAASPCMS01 ,1,$100 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123587,BD,V 2,5MS1H14180 ,1,$76 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123587,BD,V 2,SAASPCMS01 ,2,$17 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123570,BD,V 7,4L41L13366 ,8,$0 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123570,BD,V 4,5WS1C40285 ,1,$47 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123570,BD,V 2,SAASPCMS01 ,1,$13 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123570,BD,V 6,4L41P74645 ,1,$125 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123560,BD,V 4,5WS1C40283 ,1,$61 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123572,BF,V 4,5WS1C40285 ,1,$52 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123572,BF,V 2,SAASPCMS01 ,50,$315 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123466,BI,V 4,5WS1C40285 ,1,$52 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123466,BI,V 2,5MS1Q52207 ,1,$231 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123639,DW,V 4,5WS1C40284 ,1,$29 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 3,123639,DW,V 4,5WS1G38111 ,1,$87 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 4,123637,AR,V 2,SAASPCMS01 ,15803,"$78,277 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 4,123456,AR,V 2,SAASPCMS01 ,111,$773 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 4,123596,AR,V 4,5WS1C40285 ,2,$119 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 4,123596,AR,V 2,SAASPCMS01 ,2,$142 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 4,123484,AT,V 4,5641PX3 ,1,$64 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 4,123484,AT,V 4,7S0XCTO5WW ,1,$104 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 4,123484,AT,V 2,7S1SCTO5WW ,1,$981 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 4,123484,AT,V 2,7S1SCTOAWW ,1,$187 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 4,123484,AT,V 8,4L41T85490 ,1,$0 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123568,#N/A,V 7,4L41F30091 ,17,"$2,135 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123568,#N/A,V 4,5WS1C40285 ,1,$50 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123568,#N/A,V 2,SAASPCMS01 ,0,$4 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123495,A,V 3,4L41R48670 ,1,$129 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123495,A,V 4,5641PX1 ,1,$24 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123495,A,V 4,5641PX3 ,1,$70 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123495,A,V 4,7S0XCTO5WW ,2,$228 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123495,A,V 2,5MS1Q52207 ,3,$735 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123495,A,V 2,5MS1Q52208 ,1,$147 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123584,A,V 4,5WS0X58672 ,1,$0 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123584,A,V 4,5WS1C40285 ,1,$60 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123584,A,V 4,7S0XCTO5WW ,1,$97 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123584,A,V 2,7S1SCTO5WW ,1,$970 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123584,A,V 2,7S1SCTOAWW ,1,$402 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123584,A,V 2,SAASPCMS01 ,13,$139 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123557,B,V 2,5MS1Q52207 ,1,$243 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123557,B,V 2,7S1SCTO5WW ,1,"$1,206 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123557,B,V 2,7S1SCTOAWW ,1,$832 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123461,AE,V 3,4L41R48670 ,1,$128 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123524,AR,V 4,7S0XCTO5WW ,1,$101 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123524,AR,V 2,7S1SCTO5WW ,1,$957 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123524,AR,V 2,7S1SCTOAWW ,2,$791 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123566,AR,V 4,5WS1C40285 ,1,$59 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123566,AR,V 2,5MS1Q52207 ,2,$491 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123566,AR,V 2,SAASPCMS01 ,71,"$1,424 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 16,4L41M52488 ,1,$130 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 3,4L41R48670 ,1,$130 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 7,4L41F30091 ,1,$91 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 7,4L41L17644 ,1,$178 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 4,5641PX3 ,2,$158 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 4,5WS1C40285 ,1,$36 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 4,7S0XCTO5WW ,5,$552 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 2,7S1SCTO5WW ,2,"$2,424 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 2,7S1SCTO8WW ,1,$598 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 2,7S1SCTOAWW ,1,$441 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123608,AR,V 8,4L41T85485 ,4,"$1,296 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123501,AR,V 4,7S0XCTO5WW ,2,$221 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123501,AR,V 2,5MS1Q52207 ,1,$250 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123501,AR,V 2,7S1SCTO5WW ,2,"$2,095 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123501,AR,V 2,7S1SCTOAWW ,2,$446 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 5,123501,AR,V 2,SAASPCMS01 ,4102,"$41,711 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123631,A,V 8,4L41T85489 ,1,$0 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123477,A,V 4,7S0XCTO5WW ,1,$104 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123541,A,V 2,SAASPCMS01 ,416,"$3,295 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123492,B,V 2,5MS1Q52208 ,1,$145 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123540,AR,V 10,4L41M65133 ,1,$0 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123540,AR,V 7,4L41F30091 ,4,$493 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123540,AR,V 2,SAASPCMS01 ,295,"$6,006 "
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123494,AR,V 3,4L41R48670 ,5,$622 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123494,AR,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123480,AR,V 8,4L41T85489 ,1,$0 
FY26'Q2,09-08-2025 00:00,25-Sep,SMB,SM 6,123579,AR,V 2,5MS1Q52207 ,1,$246 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123651,A,V 4,5WS1C40285 ,2,$120 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123651,A,V 2,SAASPCMS01 ,6,$167 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123555,B,V 7,4L41L17644 ,4,$714 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123555,B,V 4,5WS1C40285 ,9,$536 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123555,B,V 2,5MS1Q52207 ,3,$736 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123549,AR,V 4,5WS1C40285 ,10,$577 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123546,AR,V 8,4L41N60416 ,1,$82 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123546,AR,V 8,4L41N60418 ,10,"$1,300 "
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123562,AR,V 2,SAASPCMS01 ,152,"$1,192 "
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123496,AT,V 4,5WS1C40285 ,1,$58 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123508,AT,V 4,5WS1C40283 ,1,$33 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 1,123508,AT,V 4,5WS1G38113 ,1,$53 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123638,AR,V 2,5MS1Q52207 ,1,$240 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123638,AR,V 2,5MS1Q52208 ,1,$138 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123638,AR,V 2,SAASPCMS01 ,7,$420 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123521,AR,V 3,4L41R48670 ,1,$128 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123521,AR,V 4,5WS1C40285 ,1,$58 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123521,AR,V 2,5MS1Q52207 ,1,$242 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123533,AR,V 4,5WS0X58672 ,1,$59 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123533,AR,V 4,5WS1C40285 ,70,"$4,193 "
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123533,AR,V 2,5MS1Q52208 ,1,$136 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123533,AR,V 2,7S1SCTO5WW ,1,"$1,172 "
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123533,AR,V 2,7S1SCTO8WW ,1,"$1,193 "
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123533,AR,V 2,7S1SCTOAWW ,1,"$1,479 "
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123490,AR,V 4,5WS0X58672 ,1,$54 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123490,AR,V 2,SAASPCMS01 ,7,$30 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123564,AS,V 2,SAASPCMS01 ,4,$112 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123618,BD,V 4,5WS1C40285 ,1,$52 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123618,BD,V 8,4L41N60418 ,1,$120 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123592,BD,V 4,5WS1C40285 ,5,$293 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123592,BD,V 2,SAASPCMS01 ,3,$376 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123467,BD,V 7,4L41L17644 ,1,$17 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123467,BD,V 4,5641PX3 ,1,$67 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123467,BD,V 4,7S0XCTO5WW ,1,$88 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123467,BD,V 2,SAASPCMS01 ,1,$13 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123563,BD,V 4,5641PX5 ,1,$190 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123563,BD,V 4,5WS1C40285 ,1,$59 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123563,BD,V 4,7S0XCTO5WW ,1,$125 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123563,BD,V 2,5MS1Q52208 ,1,$144 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123563,BD,V 2,SAASPCMS01 ,1,$13 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123628,BE,V 4,7S0XCTO5WW ,1,$93 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123628,BE,V 2,7S1SCTO5WW ,1,$876 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123640,BG,V 11,4L41J60954 ,1,$73 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123640,BG,V 2,5MS1H14180 ,1,$78 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123640,BG,V 6,4L41M52489 ,1,$145 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123530,DW,V 7,4L41L13366 ,2,$288 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123530,DW,V 4,5WS1C40285 ,1,$53 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 2,123530,DW,V 6,4L41M52489 ,1,$147 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123656,A,V 4,5WS0X58672 ,10,$598 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123656,A,V 4,5WS1C40285 ,15,$871 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123656,A,V 2,5MS1Q52208 ,2,$272 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123569,AR,V 4,5WS1C40283 ,1,$68 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123569,AR,V 2,5MS1Q52207 ,1,$227 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123554,AR,V 4,5WS1C40285 ,2,$115 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123554,AR,V 2,SAASPCMS01 ,1,$135 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123649,AT,V 3,4L41R48670 ,1,$128 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123649,AT,V 2,SAASPCMS01 ,1,$13 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123499,AT,V 4,7S0XCTO5WW ,2,$183 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123499,AT,V 2,5MS1Q52208 ,1,$145 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123499,AT,V 2,7S1SCTO5WW ,1,$983 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123499,AT,V 2,7S1SCTO8WW ,1,$980 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123457,AU,V 4,5WS1C40285 ,1,$54 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123587,BD,V 3,4L41R48670 ,2,$212 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123587,BD,V 7,4L41F30091 ,1,$83 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123587,BD,V 4,5WS1C40284 ,1,$22 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123587,BD,V 2,5MS1Q52207 ,1,$164 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123587,BD,V 2,SAASPCMS01 ,25,$296 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123560,BD,V 3,4L41R48670 ,1,$129 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123560,BD,V 4,5WS1C40285 ,1,$59 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123560,BD,V 6,4L41P74646 ,2,$312 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123560,BD,V 6,4L41P74647 ,1,$204 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123572,BF,V 4,5641PX3 ,1,$72 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123572,BF,V 4,5WS1C40285 ,1,$60 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123572,BF,V 4,7S0XCTO5WW ,1,$95 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123572,BF,V 2,5MS1Q52207 ,1,$250 
FY26'Q2,9/15/2025 0:00,25-Sep,SMB,SM 3,123572,BF,V 2,7S1SCTO5WW ,1,$953 
